centre_code,centre_name,incidental_charges,frequency,amount
SK0011,"SKOOL4KIDZ CENTRE","REGISTRATION FEE",Ad-hoc,85.60
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1700.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1360.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1530.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,725.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,2040.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,962.50
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,580.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1155.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,770.00
SK0011,"SKOOL4KIDZ CENTRE","UNIFORM",Ad-hoc,35.00
SK0011,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1275.00
SK0012,"SKOOL4KIDZ CENTRE","UNIFORM",Ad-hoc,35.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1360.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1020.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1530.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,725.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,962.50
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1275.00
SK0012,"SKOOL4KIDZ CENTRE","INSURANCE (OPTIONAL)",Annually,3.21
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,770.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,580.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,2040.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,870.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1700.00
SK0012,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1155.00
SK0012,"SKOOL4KIDZ CENTRE","REGISTRATION FEE",Ad-hoc,85.60
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,962.50
SK0013,"SKOOL4KIDZ CENTRE","INSURANCE (OPTIONAL)",Annually,3.21
SK0013,"SKOOL4KIDZ CENTRE","UNIFORM",Ad-hoc,35.00
SK0013,"SKOOL4KIDZ CENTRE","REGISTRATION FEE",Ad-hoc,85.60
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,870.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1530.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,580.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1275.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1700.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1020.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Quarterly,725.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1155.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1360.00
SK0013,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,770.00
SK0014,"SKOOL4KIDZ CENTRE","INSURANCE (OPTIONAL)",Annually,3.21
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1275.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,870.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1700.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,580.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,725.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1530.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,770.00
SK0014,"SKOOL4KIDZ CENTRE","REGISTRATION FEE",Ad-hoc,85.60
SK0014,"SKOOL4KIDZ CENTRE","UNIFORM",Ad-hoc,35.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1155.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1360.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,2040.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,1020.00
SK0014,"SKOOL4KIDZ CENTRE","DEPOSIT",Ad-hoc,962.50
ST0002,"PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 109 (CC)","INSURANCE",Annually,3.00
ST0002,"PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 109 (CC)","Registration Fee",Ad-hoc,53.50
ST0002,"PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 109 (CC)","Deposit",Ad-hoc,631.60
ST0002,"PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 109 (CC)","Uniform",Annually,20.00
ST0003,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 184  (CC)","INSURANCE",Annually,3.00
ST0003,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 184  (CC)","Registration Fee",Ad-hoc,51.00
ST0003,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 184  (CC)","Uniform",Ad-hoc,21.40
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Uniform",Annually,21.00
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Uniform",Annually,12.60
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Registration Fee",Ad-hoc,51.50
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Insurance (Optional)",Annually,3.15
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Deposit",Ad-hoc,749.00
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Deposit",Ad-hoc,1038.00
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Deposit",Ad-hoc,510.00
ST0004,"PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","Deposit",Ad-hoc,320.00
ST0005,"PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC)","Insurance (Optional)",Annually,3.00
ST0005,"PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC)","Uniform",Ad-hoc,21.40
ST0005,"PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC)","Registration Fee",Ad-hoc,50.00
ST0005,"PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC)","Deposit",Ad-hoc,530.00
ST0005,"PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC)","Deposit",Ad-hoc,1070.00
ST0005,"PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC)","Deposit",Ad-hoc,270.00
ST0006,"PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC)","Uniform",Ad-hoc,21.40
ST0006,"PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC)","Insurance(Optional)",Ad-hoc,3.00
ST0006,"PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC)","Deposit",Ad-hoc,661.50
ST0006,"PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC)","Registration Fee",Ad-hoc,53.50
ST0007,"PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC)","Uniform",Ad-hoc,21.40
ST0007,"PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC)","Insurance (Optional)",Annually,5.35
ST0007,"PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC)","Registration Fee",Ad-hoc,53.50
ST0007,"PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC)","Deposit",Ad-hoc,1070.00
ST0007,"PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC)","Deposit",Ad-hoc,567.10
ST0008,"PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST BLK 194 (CC)","Uniform",Ad-hoc,21.40
ST0008,"PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST BLK 194 (CC)","Insurance(Optional)",Annually,5.35
ST0008,"PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST BLK 194 (CC)","Registration Fee",Ad-hoc,53.50
ST0008,"PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST BLK 194 (CC)","PVC Mattress(Optional)",Annually,20.00
ST0009,"HAMPTON PRE-SCHOOL","Registration Fee",Ad-hoc,160.50
ST0009,"HAMPTON PRE-SCHOOL","Uniform",Annually,26.75
ST0009,"HAMPTON PRE-SCHOOL","Deposit",Ad-hoc,719.60
ST0009,"HAMPTON PRE-SCHOOL","Insurance(Optional)",Annually,3.00
ST0010,"PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC)","Uniform",Ad-hoc,20.00
ST0010,"PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC)","Registration Fee",Ad-hoc,53.50
ST0010,"PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC)","Deposit",Ad-hoc,716.10
ST0010,"PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC)","Insurance(Optional)",Annually,3.00
ST0011,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 942 (CC)","Uniform",Annually,42.80
ST0011,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 942 (CC)","Insurance(Optional)",Annually,5.00
ST0011,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 942 (CC)","Registration Fee",Ad-hoc,53.50
ST0011,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 942 (CC)","Deposit",Ad-hoc,588.50
ST0012,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 345 (CC)","Uniform",Ad-hoc,21.40
ST0012,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 345 (CC)","Insurance(Optional)",Annually,5.00
ST0012,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 345 (CC)","Deposit",Ad-hoc,1177.00
ST0012,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 345 (CC)","Registration Fee",Ad-hoc,53.50
ST0013,"PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST BLK 650 (CC)","Uniform",Annually,21.70
ST0013,"PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST BLK 650 (CC)","Insurance(Optional)",Annually,5.00
ST0013,"PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST BLK 650 (CC)","Deposit",Ad-hoc,1177.00
ST0014,"PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC)","Uniform",Annually,21.70
ST0014,"PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC)","Insurance(Optional)",Annually,5.00
ST0014,"PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC)","Deposit",Ad-hoc,600.00
ST0014,"PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC)","Deposit",Ad-hoc,1100.00
ST0014,"PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC)","Registration Fee",Ad-hoc,53.50
ST0015,"PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 134 (CC)","Insurance(Optional)",Annually,3.00
ST0015,"PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 134 (CC)","Uniform",Annually,21.40
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Uniform",Ad-hoc,20.00
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Registration Fee",Ad-hoc,53.50
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Insurance(Optional)",Annually,3.00
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,1310.00
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,786.00
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,716.10
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,680.40
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,850.50
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,895.10
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,1637.50
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,1965.00
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,1074.10
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,1020.60
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,530.40
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,566.10
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,636.00
ST0016,"PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC)","Deposit",Ad-hoc,1160.00
ST0017,"PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST BLK 412 (CC)","Uniform",Annually,21.70
ST0017,"PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST BLK 412 (CC)","Insurance(Optional)",Annually,3.00
ST0017,"PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST BLK 412 (CC)","Deposit",Ad-hoc,680.40
ST0019,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 781 (CC)","Registration Fee",Ad-hoc,53.50
ST0019,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 781 (CC)","Uniform",Annually,21.40
ST0019,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 781 (CC)","Insurance(Optional)",Annually,5.00
ST0020,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 357 (CC)","Registration Fee",Ad-hoc,53.50
ST0020,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 357 (CC)","Insurance(Optional)",Annually,3.00
ST0020,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 357 (CC)","Deposit",Ad-hoc,648.90
ST0020,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 357 (CC)","Uniform",Annually,20.00
ST0021,"PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 922 (CC)","Registration Fee",Ad-hoc,53.50
ST0021,"PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 922 (CC)","Uniform",Ad-hoc,85.60
ST0021,"PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 922 (CC)","Insurance(Optional)",Annually,3.00
ST0021,"PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 922 (CC)","Deposit",Ad-hoc,1235.80
ST0021,"PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 922 (CC)","Deposit",Ad-hoc,617.90
ST0022,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 142 (CC)","Deposit",Ad-hoc,576.40
ST0022,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 142 (CC)","Registration Fee",Ad-hoc,53.50
ST0022,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 142 (CC)","Uniform",Ad-hoc,20.00
ST0022,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 142 (CC)","PVC Mattress(Optional)",Ad-hoc,30.00
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Insurance(Optional)",Annually,3.00
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Registration Fee",Ad-hoc,53.50
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","MATTRESS",Ad-hoc,32.10
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","MATTRESS COVER",Ad-hoc,10.70
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Deposit",Ad-hoc,593.20
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Deposit",Ad-hoc,407.40
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Deposit",Ad-hoc,741.50
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Deposit",Ad-hoc,509.20
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Deposit",Ad-hoc,889.80
ST0023,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC)","Deposit",Ad-hoc,611.10
ST0025,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 76 (CC)","Insurance(Optional)",Annually,5.00
ST0025,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 76 (CC)","Registration Fee",Ad-hoc,51.00
ST0025,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 76 (CC)","Uniform",Ad-hoc,21.40
ST0025,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 76 (CC)","PVC Mattress(Optional)",Ad-hoc,33.60
ST0025,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 76 (CC)","PVC Mattress Cover(Optional)",Ad-hoc,11.20
ST0025,"PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 76 (CC)","Deposit",Ad-hoc,500.00
ST0026,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 723 (CC)","Registration Fees",Ad-hoc,51.50
ST0026,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 723 (CC)","Uniform",Ad-hoc,18.00
ST0026,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 723 (CC)","Deposit",Ad-hoc,490.00
ST0026,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 723 (CC)","Insurance",Annually,3.00
ST0026,"PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 723 (CC)","Mattress Cover",Ad-hoc,10.00
ST0027,"3-IN-1 FAMILY CENTRE","Insurance(Optional)",Annually,3.00
ST0027,"3-IN-1 FAMILY CENTRE","PVC Mattress Cover(Optional)",Ad-hoc,10.00
ST0027,"3-IN-1 FAMILY CENTRE","Uniform",Annually,11.00
ST0027,"3-IN-1 FAMILY CENTRE","Registration Fee",Ad-hoc,53.50
ST0027,"3-IN-1 FAMILY CENTRE","Deposit",Ad-hoc,551.20
ST0028,"PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 118 (CC)","registration fees",Ad-hoc,53.50
ST0028,"PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 118 (CC)","Uniform",Quarterly,20.00
ST0028,"PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 118 (CC)","Deposit",Ad-hoc,507.10
ST0029,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448  (CC)","PVC Mattress Cover(Optional)",Ad-hoc,8.80
ST0029,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448  (CC)","Uniform",Ad-hoc,20.00
ST0029,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448  (CC)","Deposit",Ad-hoc,595.30
ST0029,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448  (CC)","Registration Fee",Ad-hoc,53.50
ST0029,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448  (CC)","Insurance(Optional)",Annually,3.00
ST0030,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 419 (CC)","Mattress Cover",Ad-hoc,8.50
ST0030,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 419 (CC)","Uniform",Daily,15.00
ST0030,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 419 (CC)","Insurance",Annually,3.65
ST0030,"PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 419 (CC)","Deposit",Ad-hoc,453.00
ST0031,"PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC)","Uniform",Ad-hoc,49.00
ST0031,"PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC)","Insurance",Annually,3.00
ST0031,"PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC)","Registration Fee",Ad-hoc,53.50
ST0031,"PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC)","Sleeping Cot",Ad-hoc,32.10
ST0032,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 112 (CC)","INSURANCE",Annually,3.00
ST0032,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 112 (CC)","Registration",Ad-hoc,55.00
ST0032,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 112 (CC)","Emergency Care",Daily,30.00
ST0032,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 112 (CC)","Deposit",Ad-hoc,546.00
ST0033,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC)","INSURANCE",Annually,3.20
ST0033,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC)","MATTRESS",Ad-hoc,32.10
ST0033,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC)","MATTRESS COVER",Ad-hoc,10.70
ST0033,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC)","REGISTRATION",Ad-hoc,64.20
ST0033,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC)","Uniform",Ad-hoc,21.40
ST0033,"PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC)","Deposit",Ad-hoc,565.00
ST0034,"PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 113 (CC)","REGISTRATION FEE",Ad-hoc,53.50
ST0034,"PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 113 (CC)","INSURANCE",Annually,3.00
ST0034,"PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 113 (CC)","Uniform",Quarterly,20.00
ST0034,"PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 113 (CC)","Deposit",Ad-hoc,532.40
ST0035,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 287 (CC)","Deposit",Ad-hoc,595.30
ST0035,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 287 (CC)","Registration Fee",Ad-hoc,53.50
ST0035,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 287 (CC)","Insurance(Optional)",Annually,3.00
ST0035,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 287 (CC)","PVC Mattress Cover(Optional)",Ad-hoc,8.80
ST0035,"PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 287 (CC)","Uniform",Ad-hoc,20.00
ST0036,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 273 (CC)","Uniform",Ad-hoc,120.00
ST0036,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 273 (CC)","Registration Fee",Ad-hoc,55.00
ST0036,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 273 (CC)","INSURANCE",Annually,3.00
ST0036,"PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT BLK 273 (CC)","Deposit",Ad-hoc,546.00
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","Insurance",Annually,3.00
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","Foreigner (Student Care)",Ad-hoc,350.00
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","Foreigner(Childcare)",Ad-hoc,540.00
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","Deposit",Ad-hoc,425.00
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","PVC Mattress(Optional)",Ad-hoc,30.00
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","PVC Mattress Cover(Optional)",Ad-hoc,10.00
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","Uniform",Annually,21.40
ST0038,"PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC)","Registration Fee",Ad-hoc,53.50
ST0039,"PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC)","Insurence",Annually,3.00
ST0039,"PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC)","Uniform",Ad-hoc,14.00
ST0039,"PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC)","Deposit",Ad-hoc,32.90
ST0039,"PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC)","Registration Fee",Ad-hoc,50.00
ST0040,"PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC)","Insurance(Optional)",Annually,5.00
ST0040,"PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC)","Registration Fee",Ad-hoc,53.50
ST0040,"PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC)","Deposit",Ad-hoc,556.50
ST0040,"PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC)","Uniform",Ad-hoc,21.40
ST0040,"PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC)","Application sought to increase the monthly child care fees for singapore citizen and PR students to 530.00 with effect from 1 Jan 2009",Monthly,530.00
